Date,Pearson,education,Edexcel,publisher,penguin,books
2021-01-03,55,70,89,44,56,99
2021-01-04,78,84,100,73,55,92
2021-01-05,92,90,100,64,56,98
2021-01-06,71,90,77,69,59,89
2021-01-07,92,93,75,68,60,86
2021-01-08,67,87,61,84,62,87
2021-01-09,68,70,54,62,57,88
2021-01-10,54,67,67,66,66,95
2021-01-11,90,84,64,86,59,89
2021-01-12,92,93,87,89,63,92
2021-01-13,87,91,73,82,58,90
2021-01-14,91,84,66,95,59,90
2021-01-15,88,82,71,88,67,86
2021-01-16,57,73,50,54,63,93
2021-01-17,55,83,37,58,55,91
2021-01-18,82,92,81,74,53,91
2021-01-19,99,95,79,100,61,92
2021-01-20,96,100,89,77,74,88
2021-01-21,92,97,76,80,64,89
2021-01-22,92,96,80,84,62,90
2021-01-23,58,73,50,60,63,87
2021-01-24,67,76,40,53,63,90
2021-01-25,100,92,80,88,62,89
2021-01-26,98,87,66,89,65,89
2021-01-27,92,97,70,78,71,91
2021-01-28,97,92,68,90,74,92
2021-01-29,87,89,54,93,83,86
2021-01-30,68,82,50,67,94,88
2021-01-31,70,71,58,63,100,88
2021-02-01,96,91,54,74,100,98
2021-02-02,90,97,68,78,99,100
2021-02-03,85,100,100,86,85,97
2021-02-04,93,96,69,100,88,98
2021-02-05,85,89,47,70,85,99
2021-02-06,59,70,31,56,95,97
2021-02-07,93,71,54,45,93,98
2021-02-08,95,87,55,69,64,91
2021-02-09,94,94,62,75,72,99
2021-02-10,91,93,58,83,77,92
2021-02-11,86,90,74,75,84,94
2021-02-12,67,82,39,95,81,94
2021-02-13,59,70,30,50,92,92
2021-02-14,52,66,33,52,85,92
2021-02-15,73,82,35,66,75,90
2021-02-16,81,84,43,83,76,90
2021-02-17,80,91,40,85,71,92
2021-02-18,66,87,40,82,71,94
2021-02-19,66,83,33,87,83,92
2021-02-20,68,70,36,59,100,95
2021-02-21,63,71,59,65,97,99
2021-02-22,87,93,46,72,73,98
2021-02-23,93,97,69,87,77,96
2021-02-24,100,95,64,84,70,95
2021-02-25,83,93,55,90,79,92
2021-02-26,79,86,36,93,74,91
2021-02-27,64,73,42,37,77,94
2021-02-28,52,74,46,61,88,96
2021-03-01,100,93,66,82,92,66
2021-03-02,96,98,53,91,87,87
2021-03-03,88,100,65,80,96,100
2021-03-04,97,98,77,100,100,92
2021-03-05,84,86,59,81,94,84
2021-03-06,54,71,39,56,90,78
2021-03-07,59,68,36,62,98,73
2021-03-08,85,91,77,89,80,67
2021-03-09,96,93,69,79,89,67
2021-03-10,74,96,64,81,96,66
2021-03-11,88,92,65,70,83,63
2021-03-12,79,85,63,77,86,60
2021-03-13,50,73,46,52,94,67
2021-03-14,66,70,54,59,93,63
2021-03-15,78,88,77,77,71,60
2021-03-16,82,98,82,85,86,64
2021-03-17,84,89,75,75,82,63
2021-03-18,86,96,90,76,83,59
2021-03-19,67,86,64,79,88,63
2021-03-20,55,70,38,52,89,61
2021-03-21,61,73,80,59,97,64
2021-03-22,82,88,96,72,81,60
2021-03-23,90,89,100,75,81,62
2021-03-24,81,94,87,89,86,66
2021-03-25,79,88,82,77,79,63
2021-03-26,74,81,80,58,80,62
2021-03-27,57,65,46,55,97,65
2021-03-28,54,64,66,51,88,64
2021-03-29,98,79,65,87,79,61
2021-03-30,83,91,80,62,85,61
2021-03-31,77,86,100,59,74,63
2021-04-01,79,94,42,75,93,95
2021-04-02,59,74,30,58,80,94
2021-04-03,47,73,22,49,94,94
2021-04-04,52,70,26,57,90,93
2021-04-05,76,87,38,78,90,100
2021-04-06,80,93,44,100,90,98
2021-04-07,80,100,39,85,85,97
2021-04-08,81,94,47,85,89,96
2021-04-09,84,87,28,72,94,90
2021-04-10,59,73,44,65,86,97
2021-04-11,60,75,39,62,94,97
2021-04-12,90,96,45,87,80,95
2021-04-13,85,91,47,80,82,98
2021-04-14,86,90,45,85,84,94
2021-04-15,88,95,42,79,88,94
2021-04-16,81,91,37,74,89,93
2021-04-17,64,75,34,61,91,91
2021-04-18,65,70,58,56,89,95
2021-04-19,91,93,100,85,93,98
2021-04-20,100,94,96,82,71,96
2021-04-21,100,93,89,92,92,97
2021-04-22,88,98,66,83,88,95
2021-04-23,83,89,57,89,90,99
2021-04-24,61,74,53,52,85,99
2021-04-25,62,72,74,57,100,97
2021-04-26,93,97,87,88,95,97
2021-04-27,92,94,72,92,76,92
2021-04-28,81,93,73,89,85,97
2021-04-29,93,92,73,85,96,96
2021-04-30,74,86,62,66,92,96
2021-05-01,59,68,43,52,73,91
2021-05-02,58,70,44,61,83,92
2021-05-03,88,90,66,60,82,100
2021-05-04,97,93,100,80,75,99
2021-05-05,99,95,82,95,78,91
2021-05-06,87,96,59,93,78,95
2021-05-07,76,89,74,74,84,94
2021-05-08,56,71,63,67,92,96
2021-05-09,66,66,77,41,100,94
2021-05-10,86,94,75,79,81,97
2021-05-11,87,87,86,100,89,93
2021-05-12,94,89,86,75,70,93
2021-05-13,83,88,83,77,78,92
2021-05-14,74,81,60,72,83,90
2021-05-15,62,69,46,58,82,93
2021-05-16,52,71,53,52,93,93
2021-05-17,100,93,84,82,68,90
2021-05-18,87,99,78,98,84,95
2021-05-19,84,100,92,88,80,95
2021-05-20,84,96,82,84,76,93
2021-05-21,73,87,49,78,88,88
2021-05-22,55,72,29,54,85,89
2021-05-23,55,77,48,51,88,97
2021-05-24,78,97,62,91,72,97
2021-05-25,82,97,66,84,87,95
2021-05-26,85,100,89,76,73,93
2021-05-27,86,94,61,88,82,93
2021-05-28,79,86,29,67,75,92
2021-05-29,52,73,35,44,76,91
2021-05-30,57,74,24,62,81,95
2021-05-31,68,83,32,67,63,91
2021-06-01,90,96,48,78,78,96
2021-06-02,84,99,56,82,80,100
2021-06-03,87,97,48,92,79,94
2021-06-04,78,88,38,93,88,95
2021-06-05,68,73,52,72,78,95
2021-06-06,54,76,46,67,85,99
2021-06-07,89,91,89,97,77,94
2021-06-08,100,98,88,100,92,93
2021-06-09,93,99,67,77,84,96
2021-06-10,86,99,74,99,88,94
2021-06-11,78,91,71,80,87,93
2021-06-12,58,76,34,49,70,88
2021-06-13,63,81,71,56,96,94
2021-06-14,85,94,99,87,76,96
2021-06-15,93,99,93,84,75,96
2021-06-16,92,100,87,90,89,94
2021-06-17,93,97,82,88,91,95
2021-06-18,89,88,51,79,86,92
2021-06-19,66,79,27,45,92,96
2021-06-20,60,68,58,46,90,95
2021-06-21,84,93,84,80,81,97
2021-06-22,96,96,100,97,82,95
2021-06-23,79,92,53,76,82,92
2021-06-24,79,100,72,96,79,93
2021-06-25,76,89,44,65,86,93
2021-06-26,61,76,31,47,98,100
2021-06-27,62,73,51,68,100,98
2021-06-28,86,93,64,73,80,96
2021-06-29,83,91,60,87,80,94
2021-06-30,84,93,54,82,81,97
