Date,spill,BP,gas,British Petroleum,oil,petroleum
2021-01-07,83,92,95,49,84,81
2021-01-08,76,100,95,34,92,94
2021-01-09,68,86,89,54,95,66
2021-01-10,59,82,87,18,91,57
2021-01-11,80,91,95,32,85,81
2021-01-12,78,92,96,33,90,81
2021-01-13,80,93,97,100,89,95
2021-01-14,77,93,96,17,87,80
2021-01-15,86,89,92,17,84,87
2021-01-16,62,89,88,37,95,70
2021-01-17,68,74,83,18,90,56
2021-01-18,79,92,94,66,93,85
2021-01-19,76,88,94,49,90,95
2021-01-20,87,89,95,48,82,94
2021-01-21,92,98,98,49,87,91
2021-01-22,85,94,99,17,95,89
2021-01-23,65,83,92,18,100,72
2021-01-24,74,79,90,0,92,62
2021-01-25,89,89,98,48,90,88
2021-01-26,85,92,93,33,90,75
2021-01-27,98,89,100,81,88,100
2021-01-28,100,90,97,33,92,91
2021-01-29,82,85,95,17,88,94
2021-01-30,75,78,95,0,98,62
2021-01-31,60,78,88,37,94,60
2021-02-01,87,93,80,22,95,84
2021-02-02,80,100,79,34,95,91
2021-02-03,67,89,80,34,94,91
2021-02-04,100,90,79,11,98,78
2021-02-05,75,88,82,12,92,86
2021-02-06,74,79,77,12,100,49
2021-02-07,70,78,71,0,92,61
2021-02-08,66,92,80,56,93,87
2021-02-09,86,89,81,79,94,100
2021-02-10,96,90,83,56,94,92
2021-02-11,83,90,78,46,93,87
2021-02-12,98,88,79,48,92,66
2021-02-13,75,79,77,51,95,58
2021-02-14,94,83,78,25,90,49
2021-02-15,71,96,94,12,94,69
2021-02-16,71,94,94,68,91,77
2021-02-17,75,94,100,80,93,80
2021-02-18,86,89,99,34,96,92
2021-02-19,79,93,93,47,96,78
2021-02-20,69,85,85,13,99,66
2021-02-21,86,81,77,38,96,66
2021-02-22,100,88,86,22,96,90
2021-02-23,94,91,84,45,96,92
2021-02-24,91,91,86,100,93,77
2021-02-25,89,95,86,34,94,85
2021-02-26,78,92,84,70,95,76
2021-02-27,68,87,84,39,99,60
2021-02-28,53,80,77,50,95,64
2021-03-01,73,100,100,43,92,87
2021-03-02,80,93,98,57,94,90
2021-03-03,84,94,97,29,93,99
2021-03-04,88,98,98,72,96,93
2021-03-05,76,96,94,59,95,97
2021-03-06,69,90,91,0,98,64
2021-03-07,62,90,87,16,99,74
2021-03-08,78,99,96,57,93,97
2021-03-09,68,98,95,57,97,88
2021-03-10,87,89,95,42,90,91
2021-03-11,82,94,94,29,89,89
2021-03-12,79,94,94,60,92,91
2021-03-13,73,89,90,32,98,74
2021-03-14,68,81,87,16,91,70
2021-03-15,63,91,93,47,87,91
2021-03-16,100,87,98,37,91,97
2021-03-17,99,95,94,28,90,100
2021-03-18,84,95,95,100,91,94
2021-03-19,81,92,91,15,89,85
2021-03-20,85,85,94,65,100,62
2021-03-21,90,86,89,49,97,65
2021-03-22,91,92,94,43,92,83
2021-03-23,89,96,91,99,92,92
2021-03-24,84,88,95,72,96,77
2021-03-25,76,92,92,15,94,84
2021-03-26,70,90,92,45,94,73
2021-03-27,75,85,90,33,97,60
2021-03-28,85,77,85,33,92,60
2021-03-29,89,92,95,29,91,72
2021-03-30,72,93,95,60,94,97
2021-03-31,83,94,96,30,95,87
2021-04-01,70,96,100,64,94,96
2021-04-02,65,92,94,67,97,69
2021-04-03,53,84,93,24,100,56
2021-04-04,66,82,89,0,88,62
2021-04-05,80,86,98,42,93,87
2021-04-06,78,96,96,99,91,86
2021-04-07,72,94,96,39,88,90
2021-04-08,73,96,96,60,90,77
2021-04-09,75,92,94,40,93,82
2021-04-10,74,86,89,22,96,63
2021-04-11,67,86,92,0,91,61
2021-04-12,74,89,98,20,87,80
2021-04-13,75,87,89,40,87,82
2021-04-14,62,84,89,59,89,83
2021-04-15,73,90,94,60,90,78
2021-04-16,84,89,97,63,90,74
2021-04-17,63,81,93,22,92,63
2021-04-18,53,79,88,45,91,50
2021-04-19,82,91,97,0,89,85
2021-04-20,63,84,92,59,87,90
2021-04-21,72,89,95,60,90,71
2021-04-22,100,93,100,100,84,79
2021-04-23,80,91,96,63,90,92
2021-04-24,70,86,89,68,91,54
2021-04-25,65,82,89,67,88,60
2021-04-26,61,89,97,20,88,90
2021-04-27,74,96,95,20,88,83
2021-04-28,89,97,97,59,87,100
2021-04-29,83,100,94,59,87,83
2021-04-30,67,98,95,20,90,100
2021-05-01,70,81,34,19,95,61
2021-05-02,86,84,32,73,91,53
2021-05-03,73,83,36,50,93,72
2021-05-04,85,95,34,48,91,79
2021-05-05,100,91,36,33,92,95
2021-05-06,93,96,36,17,92,83
2021-05-07,89,95,35,70,90,80
2021-05-08,66,87,35,38,98,46
2021-05-09,78,77,34,0,88,48
2021-05-10,92,95,46,67,92,88
2021-05-11,94,96,84,0,94,79
2021-05-12,95,94,100,0,90,80
2021-05-13,86,97,70,17,91,64
2021-05-14,67,95,53,54,90,64
2021-05-15,75,89,46,38,96,53
2021-05-16,76,83,41,19,94,69
2021-05-17,79,92,41,100,95,92
2021-05-18,84,95,39,66,90,84
2021-05-19,86,91,37,33,94,95
2021-05-20,84,97,36,17,91,83
2021-05-21,88,100,38,34,95,79
2021-05-22,71,88,34,38,98,68
2021-05-23,66,89,34,75,93,67
2021-05-24,81,95,37,51,95,86
2021-05-25,90,100,35,68,94,88
2021-05-26,88,90,37,17,92,85
2021-05-27,72,89,36,0,92,100
2021-05-28,78,92,36,53,97,83
2021-05-29,72,88,36,76,100,61
2021-05-30,74,82,37,0,96,56
2021-05-31,80,94,39,34,94,63
2021-06-01,73,94,97,0,93,81
2021-06-02,83,92,99,100,98,88
2021-06-03,79,91,99,17,94,84
2021-06-04,86,93,98,35,93,89
2021-06-05,59,87,98,38,97,59
2021-06-06,72,85,91,38,96,55
2021-06-07,72,94,95,50,91,84
2021-06-08,84,90,96,49,90,91
2021-06-09,100,97,95,67,90,87
2021-06-10,75,95,100,85,97,88
2021-06-11,88,90,95,52,93,85
2021-06-12,75,85,94,0,100,52
2021-06-13,63,81,92,92,93,62
2021-06-14,77,94,97,33,97,80
2021-06-15,96,91,92,50,90,100
2021-06-16,93,88,96,50,94,83
2021-06-17,94,92,93,50,95,86
2021-06-18,74,95,91,0,98,65
2021-06-19,70,85,91,38,96,57
2021-06-20,73,87,87,58,87,59
2021-06-21,77,100,93,34,91,84
2021-06-22,84,96,97,51,93,86
2021-06-23,94,91,93,50,94,85
2021-06-24,76,90,92,35,94,80
2021-06-25,81,94,94,35,91,77
2021-06-26,74,92,95,19,95,61
2021-06-27,54,85,91,0,98,75
2021-06-28,76,90,95,17,90,74
2021-06-29,92,90,95,34,94,94
2021-06-30,80,92,98,35,95,85
