Date,Legal & General,assurance,insurance,business,pensions,investment
2021-01-06,28,94,91,86,69,79
2021-01-07,14,87,92,90,93,81
2021-01-08,57,87,94,90,82,80
2021-01-09,46,61,64,67,45,65
2021-01-10,0,52,63,67,50,60
2021-01-11,67,90,89,90,97,85
2021-01-12,41,97,97,94,82,84
2021-01-13,56,91,91,94,82,81
2021-01-14,43,83,92,95,66,81
2021-01-15,86,83,92,89,84,80
2021-01-16,31,57,66,68,49,64
2021-01-17,46,51,59,66,34,61
2021-01-18,56,92,84,93,87,79
2021-01-19,14,95,93,97,94,80
2021-01-20,67,83,89,90,83,80
2021-01-21,69,89,93,95,79,84
2021-01-22,58,84,91,91,77,81
2021-01-23,78,61,66,69,44,60
2021-01-24,0,54,59,63,46,66
2021-01-25,27,86,91,95,85,91
2021-01-26,96,83,90,95,75,77
2021-01-27,14,87,96,98,85,86
2021-01-28,56,85,95,100,100,100
2021-01-29,100,82,98,88,76,98
2021-01-30,16,61,72,65,60,69
2021-01-31,16,58,69,66,49,67
2021-02-01,29,97,96,96,67,93
2021-02-02,43,97,96,100,92,93
2021-02-03,29,94,100,100,76,98
2021-02-04,73,98,99,99,86,91
2021-02-05,30,91,91,88,78,87
2021-02-06,0,66,67,68,37,71
2021-02-07,0,51,55,67,40,67
2021-02-08,57,97,91,95,84,95
2021-02-09,43,95,91,99,77,100
2021-02-10,100,89,96,99,73,99
2021-02-11,43,88,94,97,71,96
2021-02-12,46,78,90,87,62,79
2021-02-13,16,60,66,65,40,69
2021-02-14,0,52,56,63,42,66
2021-02-15,44,90,84,88,78,87
2021-02-16,72,91,88,91,65,94
2021-02-17,44,93,98,97,72,88
2021-02-18,58,92,93,96,100,86
2021-02-19,45,89,93,89,86,85
2021-02-20,0,64,70,68,45,67
2021-02-21,33,51,56,68,32,67
2021-02-22,28,100,97,95,71,92
2021-02-23,14,90,95,96,77,93
2021-02-24,56,85,98,99,72,96
2021-02-25,43,87,96,98,93,89
2021-02-26,15,82,94,89,74,78
2021-02-27,0,59,68,68,45,65
2021-02-28,0,54,61,67,45,68
2021-03-01,75,92,94,96,86,100
2021-03-02,12,100,87,95,69,91
2021-03-03,62,96,98,100,88,99
2021-03-04,50,88,88,98,94,93
2021-03-05,39,92,83,85,82,80
2021-03-06,14,56,61,66,39,65
2021-03-07,28,55,54,67,48,67
2021-03-08,100,89,88,90,90,92
2021-03-09,88,100,86,95,70,85
2021-03-10,25,87,89,94,76,94
2021-03-11,52,89,91,96,100,93
2021-03-12,52,90,84,86,79,81
2021-03-13,0,60,65,70,48,69
2021-03-14,14,51,55,66,49,73
2021-03-15,41,89,83,91,76,86
2021-03-16,43,90,86,95,72,90
2021-03-17,12,87,89,95,71,97
2021-03-18,62,91,89,90,85,85
2021-03-19,13,93,86,83,66,79
2021-03-20,0,59,62,67,40,65
2021-03-21,0,51,56,64,38,65
2021-03-22,37,87,90,94,80,97
2021-03-23,37,90,85,91,60,91
2021-03-24,50,85,93,97,78,100
2021-03-25,63,88,89,94,67,92
2021-03-26,52,91,86,81,88,79
2021-03-27,15,65,60,66,60,65
2021-03-28,14,53,53,64,39,62
2021-03-29,39,90,85,87,82,80
2021-03-30,39,88,89,93,76,93
2021-03-31,40,86,100,100,60,98
2021-04-01,80,92,92,90,61,81
2021-04-02,14,82,80,79,46,66
2021-04-03,15,61,64,63,35,59
2021-04-04,0,47,53,63,36,60
2021-04-05,26,66,90,84,37,84
2021-04-06,74,100,96,96,76,83
2021-04-07,61,98,99,98,76,81
2021-04-08,50,97,99,96,100,83
2021-04-09,63,94,87,87,62,79
2021-04-10,14,64,65,69,36,64
2021-04-11,0,55,61,72,49,64
2021-04-12,12,98,97,95,73,85
2021-04-13,62,93,93,95,69,82
2021-04-14,37,95,94,96,83,94
2021-04-15,100,98,94,98,81,90
2021-04-16,52,91,87,89,57,90
2021-04-17,0,68,60,68,43,67
2021-04-18,14,46,55,67,43,68
2021-04-19,63,93,96,100,69,100
2021-04-20,49,98,93,98,86,92
2021-04-21,62,99,96,100,56,89
2021-04-22,62,90,96,97,79,96
2021-04-23,52,86,87,89,65,84
2021-04-24,0,63,64,68,36,63
2021-04-25,0,57,57,67,35,61
2021-04-26,62,96,94,94,78,87
2021-04-27,25,96,94,99,72,85
2021-04-28,37,88,100,99,76,89
2021-04-29,37,98,91,100,58,83
2021-04-30,38,93,90,87,63,80
2021-05-01,16,58,68,63,45,69
2021-05-02,0,59,55,63,60,61
2021-05-03,28,95,91,89,59,89
2021-05-04,27,95,94,96,74,100
2021-05-05,28,90,97,100,80,99
2021-05-06,28,92,94,94,64,97
2021-05-07,15,82,89,88,66,93
2021-05-08,32,50,66,65,45,77
2021-05-09,16,52,57,62,46,69
2021-05-10,100,91,94,93,77,96
2021-05-11,96,93,91,90,78,97
2021-05-12,42,82,95,93,74,97
2021-05-13,43,64,100,89,67,86
2021-05-14,0,78,90,85,66,86
2021-05-15,32,58,65,68,37,67
2021-05-16,16,57,58,67,39,74
2021-05-17,56,94,97,90,100,95
2021-05-18,0,97,96,95,77,95
2021-05-19,28,84,93,98,70,100
2021-05-20,71,91,92,93,63,87
2021-05-21,87,89,87,84,65,85
2021-05-22,0,63,59,64,36,67
2021-05-23,0,53,57,63,29,75
2021-05-24,100,67,93,90,79,89
2021-05-25,29,100,95,95,80,92
2021-05-26,43,92,94,92,86,93
2021-05-27,71,87,92,92,67,86
2021-05-28,30,85,88,83,73,76
2021-05-29,16,53,63,65,47,69
2021-05-30,0,53,57,67,30,64
2021-05-31,15,94,68,77,38,77
2021-06-01,17,89,88,91,94,87
2021-06-02,33,88,97,99,68,100
2021-06-03,86,92,89,96,73,93
2021-06-04,18,85,82,85,67,84
2021-06-05,19,63,62,66,37,63
2021-06-06,19,58,55,66,30,65
2021-06-07,33,85,82,91,66,91
2021-06-08,49,88,81,95,100,95
2021-06-09,50,95,89,95,74,91
2021-06-10,34,89,91,98,78,92
2021-06-11,35,84,82,83,45,90
2021-06-12,0,54,63,66,43,72
2021-06-13,37,47,54,63,40,69
2021-06-14,100,90,87,91,72,84
2021-06-15,83,98,88,92,73,89
2021-06-16,34,86,94,100,74,88
2021-06-17,17,82,83,90,62,92
2021-06-18,35,80,80,84,85,84
2021-06-19,0,56,58,62,40,65
2021-06-20,0,52,53,60,61,65
2021-06-21,0,100,88,90,97,96
2021-06-22,68,94,89,93,94,93
2021-06-23,100,88,90,95,70,92
2021-06-24,52,83,87,94,97,88
2021-06-25,18,85,84,85,60,85
2021-06-26,19,61,63,65,46,71
2021-06-27,0,55,56,64,39,65
2021-06-28,17,97,91,93,73,87
2021-06-29,17,96,85,91,71,81
2021-06-30,52,99,100,99,96,96
