Date,network,BT,EE,data,services,communications
2020-12-22,97,80,58,77,86,63
2020-12-23,91,76,59,77,79,67
2020-12-24,90,69,53,72,73,51
2020-12-25,85,69,54,63,47,35
2020-12-26,99,85,63,65,54,54
2020-12-27,93,73,62,65,52,40
2020-12-28,92,71,64,76,79,59
2020-12-29,93,78,65,72,82,67
2020-12-30,91,77,65,74,81,67
2020-12-31,89,74,59,67,68,60
2021-01-01,81,88,78,67,53,46
2021-01-02,85,81,82,73,58,47
2021-01-03,82,72,78,70,57,48
2021-01-04,90,87,94,93,99,89
2021-01-05,90,81,93,92,99,86
2021-01-06,92,88,86,93,93,79
2021-01-07,90,90,92,96,97,86
2021-01-08,90,100,81,87,91,90
2021-01-09,86,91,80,76,60,58
2021-01-10,88,75,82,75,60,46
2021-01-11,92,81,88,92,97,77
2021-01-12,100,83,86,95,99,93
2021-01-13,97,87,81,95,99,100
2021-01-14,93,88,96,95,96,91
2021-01-15,96,77,91,85,91,80
2021-01-16,91,82,85,75,64,52
2021-01-17,83,74,86,74,57,51
2021-01-18,90,82,93,91,92,76
2021-01-19,94,87,91,90,100,92
2021-01-20,91,93,93,94,94,91
2021-01-21,90,88,90,96,100,92
2021-01-22,94,91,87,89,98,88
2021-01-23,87,97,88,74,62,51
2021-01-24,85,95,75,73,60,45
2021-01-25,95,89,89,96,95,77
2021-01-26,92,96,88,91,95,82
2021-01-27,88,98,87,98,98,83
2021-01-28,97,99,90,100,99,93
2021-01-29,90,82,100,90,92,82
2021-01-30,90,81,90,77,63,53
2021-01-31,91,79,89,76,58,50
2021-02-01,94,95,98,94,94,88
2021-02-02,88,100,100,95,93,86
2021-02-03,86,99,95,97,93,90
2021-02-04,87,94,97,96,93,92
2021-02-05,92,83,89,90,88,79
2021-02-06,80,85,86,74,58,45
2021-02-07,85,78,89,73,53,45
2021-02-08,86,87,96,90,92,85
2021-02-09,86,88,97,94,93,100
2021-02-10,88,86,95,98,97,85
2021-02-11,100,82,91,95,89,77
2021-02-12,84,86,93,86,83,76
2021-02-13,77,83,80,73,55,52
2021-02-14,75,78,81,71,53,46
2021-02-15,87,88,89,90,84,76
2021-02-16,88,97,82,88,89,92
2021-02-17,90,92,96,100,100,93
2021-02-18,88,89,100,97,94,86
2021-02-19,86,90,95,88,85,88
2021-02-20,78,81,88,75,58,59
2021-02-21,75,85,78,75,55,49
2021-02-22,89,81,89,95,90,85
2021-02-23,86,94,88,94,90,83
2021-02-24,86,88,85,100,94,79
2021-02-25,84,92,89,100,97,81
2021-02-26,85,86,94,94,87,80
2021-02-27,76,79,83,75,59,52
2021-02-28,77,80,80,75,56,48
2021-03-01,95,94,87,89,92,89
2021-03-02,99,90,93,90,95,85
2021-03-03,96,92,91,97,98,97
2021-03-04,98,90,87,95,90,93
2021-03-05,96,90,88,86,84,79
2021-03-06,86,85,85,71,56,47
2021-03-07,84,83,84,72,51,48
2021-03-08,98,87,87,91,90,83
2021-03-09,95,86,87,94,92,87
2021-03-10,96,96,91,96,91,92
2021-03-11,99,100,91,87,89,80
2021-03-12,97,90,94,89,84,80
2021-03-13,85,87,76,71,61,51
2021-03-14,84,79,81,72,54,43
2021-03-15,91,83,75,91,84,89
2021-03-16,98,88,88,99,87,100
2021-03-17,100,92,80,99,93,99
2021-03-18,98,97,92,96,89,88
2021-03-19,95,91,82,87,82,74
2021-03-20,86,82,80,74,57,44
2021-03-21,81,80,79,73,56,42
2021-03-22,95,88,89,94,90,85
2021-03-23,98,93,91,95,95,82
2021-03-24,100,90,94,99,100,91
2021-03-25,95,90,92,96,92,80
2021-03-26,95,93,86,89,83,83
2021-03-27,87,84,84,73,58,44
2021-03-28,84,79,90,72,53,40
2021-03-29,94,88,84,89,87,85
2021-03-30,96,84,100,95,91,86
2021-03-31,98,85,83,100,100,85
2021-04-01,86,83,94,100,96,93
2021-04-02,75,77,83,86,82,62
2021-04-03,77,83,77,79,64,47
2021-04-04,71,77,76,76,56,43
2021-04-05,78,77,79,96,87,78
2021-04-06,82,100,91,98,96,83
2021-04-07,79,92,88,99,100,91
2021-04-08,83,92,84,99,100,96
2021-04-09,83,90,88,91,92,86
2021-04-10,76,80,84,74,60,47
2021-04-11,76,81,95,73,59,50
2021-04-12,84,87,97,92,99,100
2021-04-13,80,97,98,85,92,96
2021-04-14,79,86,94,88,98,89
2021-04-15,79,89,83,93,99,86
2021-04-16,82,86,92,89,92,82
2021-04-17,72,77,84,72,59,45
2021-04-18,69,76,79,71,55,44
2021-04-19,100,82,92,99,99,92
2021-04-20,81,80,89,93,100,83
2021-04-21,80,80,89,93,96,97
2021-04-22,79,81,82,96,95,89
2021-04-23,77,79,82,89,88,79
2021-04-24,70,76,86,74,65,47
2021-04-25,66,76,82,69,56,42
2021-04-26,81,85,94,91,97,86
2021-04-27,100,86,97,93,95,81
2021-04-28,83,91,100,95,96,90
2021-04-29,80,86,100,91,97,87
2021-04-30,82,82,94,87,88,88
2021-05-01,84,67,83,68,58,55
2021-05-02,77,67,81,69,53,49
2021-05-03,90,71,97,92,91,83
2021-05-04,97,88,98,92,93,96
2021-05-05,95,89,89,100,100,88
2021-05-06,94,83,93,97,96,99
2021-05-07,98,79,88,91,89,87
2021-05-08,84,76,89,75,65,49
2021-05-09,77,67,84,70,53,45
2021-05-10,94,83,98,93,97,92
2021-05-11,92,79,91,86,96,100
2021-05-12,88,78,94,91,96,89
2021-05-13,84,78,88,83,94,76
2021-05-14,89,81,94,85,87,97
2021-05-15,83,76,89,73,57,45
2021-05-16,78,75,87,71,57,48
2021-05-17,91,80,97,91,94,85
2021-05-18,94,85,100,91,94,91
2021-05-19,93,77,87,96,94,93
2021-05-20,97,80,93,96,92,82
2021-05-21,89,77,89,88,84,72
2021-05-22,84,73,84,76,56,50
2021-05-23,78,70,92,74,56,51
2021-05-24,92,77,87,94,91,83
2021-05-25,97,80,98,99,97,96
2021-05-26,100,100,93,95,99,90
2021-05-27,88,71,91,98,91,89
2021-05-28,92,81,88,90,85,89
2021-05-29,81,99,79,78,59,54
2021-05-30,73,63,81,76,56,48
2021-05-31,80,69,83,91,71,58
2021-06-01,90,85,87,86,89,89
2021-06-02,95,90,91,92,96,87
2021-06-03,97,89,87,95,93,97
2021-06-04,90,84,85,88,85,88
2021-06-05,77,74,84,75,59,53
2021-06-06,78,77,85,71,53,47
2021-06-07,95,88,87,93,90,86
2021-06-08,100,89,97,96,91,83
2021-06-09,98,88,88,99,90,92
2021-06-10,95,89,93,100,93,95
2021-06-11,88,87,87,89,82,77
2021-06-12,77,100,72,75,60,50
2021-06-13,76,89,79,72,54,40
2021-06-14,96,95,80,88,93,87
2021-06-15,92,93,92,86,89,96
2021-06-16,93,86,80,92,91,90
2021-06-17,94,93,88,87,92,86
2021-06-18,93,87,83,85,81,88
2021-06-19,77,77,78,70,53,45
2021-06-20,77,78,82,69,49,45
2021-06-21,95,96,100,87,90,94
2021-06-22,92,93,90,87,89,85
2021-06-23,94,89,80,86,91,88
2021-06-24,93,87,88,90,90,95
2021-06-25,92,88,88,80,81,82
2021-06-26,85,85,81,69,56,51
2021-06-27,80,74,75,70,56,35
2021-06-28,96,98,82,83,90,86
2021-06-29,99,91,84,83,89,88
2021-06-30,94,88,85,89,100,100
