Date,government,aircraft,Airbus,defence,BAE Systems,aerospace
2021-01-07,92,80,77,83,69,78
2021-01-08,87,75,78,88,86,78
2021-01-09,71,85,76,77,44,60
2021-01-10,62,83,81,78,39,51
2021-01-11,96,92,78,85,59,82
2021-01-12,94,82,76,92,100,84
2021-01-13,91,96,90,84,81,80
2021-01-14,88,91,89,86,62,98
2021-01-15,86,85,94,79,31,63
2021-01-16,68,76,68,77,56,50
2021-01-17,62,83,66,73,44,60
2021-01-18,76,88,71,99,65,72
2021-01-19,86,90,71,84,85,89
2021-01-20,87,94,76,83,88,93
2021-01-21,88,94,84,90,80,87
2021-01-22,86,80,79,89,63,64
2021-01-23,61,81,59,78,45,64
2021-01-24,59,90,80,81,33,59
2021-01-25,83,97,100,100,84,96
2021-01-26,84,100,100,89,70,85
2021-01-27,90,95,83,97,55,82
2021-01-28,90,90,87,90,55,91
2021-01-29,85,83,72,93,52,77
2021-01-30,66,78,59,77,11,64
2021-01-31,63,88,63,79,39,58
2021-02-01,96,98,73,100,34,79
2021-02-02,97,98,100,76,87,72
2021-02-03,93,88,82,81,63,69
2021-02-04,92,98,90,80,73,83
2021-02-05,92,89,71,74,60,82
2021-02-06,70,82,58,64,26,71
2021-02-07,62,81,55,64,26,54
2021-02-08,86,96,84,83,95,76
2021-02-09,94,79,83,73,100,81
2021-02-10,91,94,82,79,72,78
2021-02-11,92,95,78,77,54,77
2021-02-12,84,87,69,85,51,84
2021-02-13,64,68,45,69,27,57
2021-02-14,60,75,46,68,33,68
2021-02-15,81,74,75,80,79,89
2021-02-16,86,80,65,84,78,76
2021-02-17,89,82,73,78,83,69
2021-02-18,91,81,89,79,87,81
2021-02-19,90,78,83,70,56,100
2021-02-20,69,91,57,70,33,62
2021-02-21,70,89,62,69,49,51
2021-02-22,100,100,100,86,70,78
2021-02-23,98,94,94,93,44,81
2021-02-24,92,92,85,71,62,82
2021-02-25,91,76,100,73,91,69
2021-02-26,92,82,77,73,50,68
2021-02-27,74,74,54,73,27,57
2021-02-28,70,83,58,72,22,48
2021-03-01,94,90,71,65,52,79
2021-03-02,95,84,98,56,66,96
2021-03-03,97,79,69,68,55,77
2021-03-04,93,99,77,100,65,89
2021-03-05,84,100,69,70,49,78
2021-03-06,69,75,54,54,34,51
2021-03-07,70,90,61,48,40,58
2021-03-08,89,80,83,59,61,75
2021-03-09,88,89,85,65,56,100
2021-03-10,89,85,79,60,51,89
2021-03-11,88,92,83,59,49,83
2021-03-12,86,84,75,54,54,73
2021-03-13,67,76,59,55,53,51
2021-03-14,68,79,48,52,38,48
2021-03-15,89,86,72,54,49,75
2021-03-16,100,82,74,66,100,94
2021-03-17,89,83,79,58,47,81
2021-03-18,88,89,77,63,95,92
2021-03-19,81,87,75,58,53,69
2021-03-20,62,77,48,50,53,47
2021-03-21,64,73,70,60,39,59
2021-03-22,92,78,79,74,52,84
2021-03-23,88,91,82,61,72,73
2021-03-24,92,92,80,63,91,73
2021-03-25,92,90,74,60,79,83
2021-03-26,83,81,67,52,81,73
2021-03-27,61,74,48,48,20,48
2021-03-28,66,73,47,50,50,58
2021-03-29,84,85,100,51,84,84
2021-03-30,88,81,73,60,85,84
2021-03-31,89,97,70,55,50,83
2021-04-01,93,82,98,90,88,87
2021-04-02,74,75,78,77,34,58
2021-04-03,63,66,65,72,15,50
2021-04-04,64,80,60,86,52,56
2021-04-05,88,69,65,92,45,60
2021-04-06,91,81,84,88,60,97
2021-04-07,100,81,95,88,82,83
2021-04-08,95,77,84,89,75,88
2021-04-09,89,73,96,95,63,75
2021-04-10,68,69,64,66,34,39
2021-04-11,72,75,59,88,29,52
2021-04-12,94,82,89,85,100,100
2021-04-13,94,83,99,93,74,71
2021-04-14,90,77,89,100,48,93
2021-04-15,93,74,98,94,52,86
2021-04-16,88,77,100,94,46,78
2021-04-17,67,100,48,82,34,88
2021-04-18,69,83,58,77,25,64
2021-04-19,99,76,93,100,48,84
2021-04-20,96,86,97,89,34,85
2021-04-21,92,76,100,88,69,80
2021-04-22,99,82,90,86,79,90
2021-04-23,90,82,98,85,59,92
2021-04-24,71,78,64,67,44,42
2021-04-25,69,89,62,84,19,37
2021-04-26,95,84,90,93,65,84
2021-04-27,99,92,93,91,79,92
2021-04-28,96,82,84,88,65,87
2021-04-29,97,88,93,84,69,69
2021-04-30,90,79,82,78,31,70
2021-05-01,67,76,62,72,27,50
2021-05-02,71,78,49,71,67,53
2021-05-03,100,89,65,79,80,77
2021-05-04,97,94,79,82,71,91
2021-05-05,98,86,63,77,48,81
2021-05-06,92,83,65,76,84,85
2021-05-07,93,98,77,82,32,80
2021-05-08,68,74,49,72,55,73
2021-05-09,66,77,48,78,35,85
2021-05-10,99,81,57,82,50,81
2021-05-11,98,100,67,82,54,100
2021-05-12,96,86,70,100,74,89
2021-05-13,90,80,60,95,100,89
2021-05-14,84,83,58,75,52,65
2021-05-15,68,74,48,81,42,52
2021-05-16,65,75,43,90,41,53
2021-05-17,90,77,63,97,55,82
2021-05-18,90,82,72,77,97,88
2021-05-19,91,81,59,85,77,87
2021-05-20,91,82,74,83,62,79
2021-05-21,87,86,70,84,63,64
2021-05-22,69,91,57,81,28,52
2021-05-23,66,80,56,75,41,64
2021-05-24,86,92,65,82,99,83
2021-05-25,93,91,72,85,87,90
2021-05-26,90,92,68,72,55,88
2021-05-27,92,81,100,73,92,84
2021-05-28,84,92,95,86,77,86
2021-05-29,69,73,60,71,49,63
2021-05-30,70,84,44,74,21,64
2021-05-31,81,75,77,75,32,77
2021-06-01,94,77,85,94,93,72
2021-06-02,97,88,83,89,100,80
2021-06-03,100,86,76,93,80,80
2021-06-04,91,89,74,84,69,78
2021-06-05,71,76,54,72,30,54
2021-06-06,73,79,56,75,20,61
2021-06-07,93,91,81,86,26,66
2021-06-08,97,83,78,82,69,91
2021-06-09,97,87,79,89,53,94
2021-06-10,93,83,79,94,67,95
2021-06-11,90,92,86,82,54,100
2021-06-12,70,79,50,82,25,76
2021-06-13,74,86,55,92,44,62
2021-06-14,92,91,79,88,66,72
2021-06-15,92,82,100,91,69,84
2021-06-16,96,92,80,91,39,98
2021-06-17,95,83,80,100,39,75
2021-06-18,88,78,85,81,60,75
2021-06-19,68,73,50,76,10,59
2021-06-20,72,81,50,66,10,50
2021-06-21,91,100,81,83,72,98
2021-06-22,92,88,84,87,66,89
2021-06-23,92,95,81,94,44,74
2021-06-24,97,90,77,95,64,81
2021-06-25,90,86,80,89,69,64
2021-06-26,88,84,47,75,25,49
2021-06-27,79,85,51,78,15,57
2021-06-28,98,82,76,93,71,80
2021-06-29,95,92,83,86,53,79
2021-06-30,95,90,77,97,76,84
