Date,homes,site,property,building,Barratt Developments,developments
2021-01-04,84,94,95,38,91,84
2021-01-05,82,95,94,40,0,67
2021-01-06,77,94,92,100,45,82
2021-01-07,77,93,91,93,0,71
2021-01-08,79,92,92,54,46,67
2021-01-09,88,85,83,40,0,60
2021-01-10,91,86,81,39,49,58
2021-01-11,82,92,96,44,43,69
2021-01-12,82,100,91,45,0,88
2021-01-13,81,98,97,45,91,91
2021-01-14,83,93,94,42,0,90
2021-01-15,85,91,92,42,92,72
2021-01-16,96,84,81,35,0,54
2021-01-17,100,82,78,34,49,46
2021-01-18,91,92,93,42,0,86
2021-01-19,88,97,99,45,44,86
2021-01-20,80,91,95,45,0,76
2021-01-21,82,92,97,42,89,83
2021-01-22,85,91,99,43,46,76
2021-01-23,95,85,81,32,0,45
2021-01-24,97,87,80,32,0,51
2021-01-25,86,91,99,41,0,91
2021-01-26,87,97,97,40,0,80
2021-01-27,87,96,99,40,0,72
2021-01-28,86,97,100,40,45,84
2021-01-29,80,92,95,40,0,100
2021-01-30,91,88,82,32,50,57
2021-01-31,96,86,83,31,100,71
2021-02-01,84,95,100,91,90,90
2021-02-02,86,97,97,95,45,72
2021-02-03,89,94,95,97,45,91
2021-02-04,86,93,100,100,0,83
2021-02-05,88,92,89,90,94,83
2021-02-06,92,82,81,76,0,70
2021-02-07,92,85,77,72,100,72
2021-02-08,85,91,91,93,89,89
2021-02-09,84,94,98,95,45,100
2021-02-10,86,92,94,93,45,84
2021-02-11,82,95,91,92,46,82
2021-02-12,85,88,86,89,48,66
2021-02-13,90,81,75,71,51,61
2021-02-14,93,80,74,72,51,61
2021-02-15,89,92,94,87,0,95
2021-02-16,86,90,94,89,0,73
2021-02-17,88,95,92,96,0,99
2021-02-18,87,97,91,97,46,85
2021-02-19,90,91,91,90,47,82
2021-02-20,96,87,78,76,51,77
2021-02-21,98,87,83,75,0,80
2021-02-22,91,98,93,97,44,84
2021-02-23,86,100,97,95,91,85
2021-02-24,86,91,98,96,0,91
2021-02-25,89,93,99,95,0,99
2021-02-26,87,91,95,87,47,78
2021-02-27,96,83,84,75,52,79
2021-02-28,100,82,82,76,0,78
2021-03-01,88,93,96,97,0,94
2021-03-02,87,95,95,99,60,75
2021-03-03,88,95,100,96,100,88
2021-03-04,86,90,96,94,0,86
2021-03-05,85,89,92,93,21,83
2021-03-06,91,83,79,77,0,58
2021-03-07,97,83,78,78,23,65
2021-03-08,89,92,92,94,20,99
2021-03-09,86,92,100,99,0,79
2021-03-10,86,93,97,93,39,87
2021-03-11,88,94,95,93,41,76
2021-03-12,82,89,92,89,0,77
2021-03-13,96,85,84,76,68,59
2021-03-14,98,87,78,80,22,70
2021-03-15,84,90,90,94,0,90
2021-03-16,90,100,95,100,0,79
2021-03-17,84,92,90,97,0,78
2021-03-18,88,91,89,92,20,73
2021-03-19,85,89,87,88,0,71
2021-03-20,95,85,80,82,23,65
2021-03-21,97,89,77,79,45,61
2021-03-22,90,96,98,96,20,79
2021-03-23,86,93,99,96,0,71
2021-03-24,89,89,96,100,0,86
2021-03-25,88,92,97,99,20,100
2021-03-26,88,89,90,91,42,81
2021-03-27,92,84,78,78,0,62
2021-03-28,100,79,77,79,0,78
2021-03-29,88,95,91,95,41,71
2021-03-30,86,96,97,97,21,78
2021-03-31,92,97,99,99,42,77
2021-04-01,86,97,94,96,0,77
2021-04-02,90,98,78,91,38,55
2021-04-03,88,96,75,78,0,65
2021-04-04,89,86,74,70,80,60
2021-04-05,92,100,97,93,0,86
2021-04-06,91,100,99,100,0,67
2021-04-07,86,97,100,97,33,67
2021-04-08,88,98,94,99,0,86
2021-04-09,85,93,89,87,0,76
2021-04-10,94,83,77,75,0,49
2021-04-11,100,82,76,79,0,65
2021-04-12,87,96,97,99,33,93
2021-04-13,84,89,90,94,67,100
2021-04-14,91,88,92,91,33,82
2021-04-15,88,90,92,94,34,96
2021-04-16,91,89,88,89,0,77
2021-04-17,90,83,72,75,0,63
2021-04-18,93,82,75,74,38,71
2021-04-19,87,93,93,96,34,80
2021-04-20,87,91,93,93,66,85
2021-04-21,88,85,91,97,0,89
2021-04-22,88,92,90,95,33,97
2021-04-23,86,83,83,93,35,70
2021-04-24,95,83,72,74,0,47
2021-04-25,94,79,72,74,0,61
2021-04-26,88,90,91,96,100,98
2021-04-27,88,92,96,97,33,86
2021-04-28,86,93,93,92,33,81
2021-04-29,86,88,94,93,0,97
2021-04-30,84,85,88,86,0,70
2021-05-01,95,79,72,68,37,48
2021-05-02,98,83,73,72,0,51
2021-05-03,100,89,99,92,0,75
2021-05-04,95,97,97,94,32,82
2021-05-05,94,93,97,94,33,90
2021-05-06,93,92,96,98,33,92
2021-05-07,92,88,92,90,0,78
2021-05-08,98,83,81,74,0,54
2021-05-09,93,80,74,70,0,45
2021-05-10,95,90,100,94,34,72
2021-05-11,93,92,94,91,0,65
2021-05-12,94,91,93,94,0,100
2021-05-13,98,89,92,96,34,65
2021-05-14,91,91,93,90,36,78
2021-05-15,92,87,74,78,0,46
2021-05-16,95,85,76,72,0,72
2021-05-17,92,91,99,97,100,91
2021-05-18,93,98,94,93,33,81
2021-05-19,94,100,92,100,0,91
2021-05-20,91,93,94,96,34,89
2021-05-21,86,91,85,86,34,68
2021-05-22,89,86,72,70,0,50
2021-05-23,99,80,75,73,0,49
2021-05-24,93,92,96,94,0,76
2021-05-25,92,91,97,98,34,83
2021-05-26,94,93,93,96,0,71
2021-05-27,93,87,91,92,33,76
2021-05-28,91,86,85,89,0,56
2021-05-29,93,81,73,69,0,48
2021-05-30,99,82,74,69,39,64
2021-05-31,86,90,81,78,0,60
2021-06-01,89,98,92,31,0,98
2021-06-02,95,95,95,33,0,91
2021-06-03,91,91,93,33,0,99
2021-06-04,91,94,89,31,0,61
2021-06-05,94,85,76,26,37,68
2021-06-06,95,81,74,24,0,85
2021-06-07,87,93,90,32,0,82
2021-06-08,86,95,90,33,0,80
2021-06-09,89,94,92,32,0,75
2021-06-10,91,96,92,32,33,97
2021-06-11,88,89,88,29,100,79
2021-06-12,86,84,69,24,0,67
2021-06-13,100,82,74,25,0,64
2021-06-14,89,100,89,32,0,79
2021-06-15,91,98,91,32,32,91
2021-06-16,89,95,86,33,0,93
2021-06-17,83,95,92,33,0,83
2021-06-18,86,93,87,29,0,76
2021-06-19,90,86,73,24,0,51
2021-06-20,91,86,70,25,0,50
2021-06-21,87,97,92,32,0,65
2021-06-22,88,97,95,31,33,93
2021-06-23,86,99,90,32,0,100
2021-06-24,92,96,91,96,0,85
2021-06-25,88,91,88,100,34,71
2021-06-26,91,90,76,64,0,55
2021-06-27,91,94,77,53,0,63
2021-06-28,89,98,92,52,0,84
2021-06-29,87,94,93,47,33,80
2021-06-30,90,100,100,45,0,80
