Date,takeaway,Just Eat,food,SkipTheDishes,delivery,restaurants
2021-01-01,89,100,100,60,93,100
2021-01-02,84,74,91,18,88,88
2021-01-03,62,56,89,27,96,73
2021-01-04,61,44,78,33,81,51
2021-01-05,62,42,79,57,84,50
2021-01-06,48,44,77,65,81,49
2021-01-07,50,44,77,24,83,52
2021-01-08,78,67,82,66,87,63
2021-01-09,84,75,86,44,92,80
2021-01-10,58,53,86,53,100,72
2021-01-11,44,36,74,23,77,50
2021-01-12,42,43,80,32,83,50
2021-01-13,56,44,81,8,82,54
2021-01-14,54,45,81,42,87,57
2021-01-15,80,76,81,42,89,66
2021-01-16,89,80,89,82,95,86
2021-01-17,60,55,87,35,97,76
2021-01-18,47,41,80,41,83,57
2021-01-19,44,40,77,24,81,49
2021-01-20,48,43,74,39,77,47
2021-01-21,51,44,79,65,79,55
2021-01-22,76,74,83,42,90,67
2021-01-23,100,84,91,27,91,88
2021-01-24,65,60,90,55,99,73
2021-01-25,49,43,77,40,78,53
2021-01-26,43,39,77,32,84,53
2021-01-27,46,40,79,48,81,51
2021-01-28,48,52,78,8,83,53
2021-01-29,82,71,82,100,87,65
2021-01-30,91,88,89,36,91,89
2021-01-31,59,64,87,100,86,73
2021-02-01,28,43,80,33,73,43
2021-02-02,31,48,84,88,73,41
2021-02-03,26,45,84,55,71,43
2021-02-04,32,52,87,22,75,46
2021-02-05,45,80,92,91,76,54
2021-02-06,59,94,98,48,83,70
2021-02-07,42,63,93,48,81,58
2021-02-08,29,44,80,0,73,42
2021-02-09,29,52,83,11,78,46
2021-02-10,33,46,84,66,81,49
2021-02-11,35,51,85,55,81,52
2021-02-12,48,80,90,35,90,65
2021-02-13,62,100,97,86,99,89
2021-02-14,55,92,100,61,100,100
2021-02-15,30,43,86,90,78,59
2021-02-16,25,49,83,77,73,46
2021-02-17,29,46,85,33,73,46
2021-02-18,32,52,85,33,74,47
2021-02-19,48,78,90,57,73,58
2021-02-20,100,89,98,86,74,78
2021-02-21,46,65,94,62,70,69
2021-02-22,26,40,83,42,64,46
2021-02-23,28,45,84,44,65,47
2021-02-24,31,44,84,32,67,48
2021-02-25,30,48,85,88,66,49
2021-02-26,47,81,87,68,70,60
2021-02-27,77,93,97,100,72,85
2021-02-28,45,69,97,49,71,76
2021-03-01,33,49,80,60,75,48
2021-03-02,38,54,80,83,75,47
2021-03-03,38,50,80,60,85,51
2021-03-04,45,55,82,96,83,54
2021-03-05,62,81,82,12,81,68
2021-03-06,100,95,94,67,90,88
2021-03-07,56,80,97,68,87,81
2021-03-08,44,48,80,84,80,50
2021-03-09,35,52,80,24,75,52
2021-03-10,37,51,79,23,81,50
2021-03-11,39,58,80,74,86,54
2021-03-12,57,79,84,63,87,68
2021-03-13,98,96,95,68,100,95
2021-03-14,68,84,94,65,93,87
2021-03-15,34,39,77,68,77,54
2021-03-16,36,43,83,41,82,58
2021-03-17,38,46,83,35,83,56
2021-03-18,40,50,83,12,86,62
2021-03-19,54,76,85,74,88,75
2021-03-20,86,99,100,41,92,100
2021-03-21,56,69,94,68,87,90
2021-03-22,37,44,79,60,80,57
2021-03-23,37,44,80,24,77,54
2021-03-24,37,50,82,48,85,56
2021-03-25,38,53,84,61,83,58
2021-03-26,63,98,86,100,90,75
2021-03-27,96,100,99,56,98,98
2021-03-28,62,70,97,28,92,85
2021-03-29,39,47,84,74,83,61
2021-03-30,37,48,86,37,90,59
2021-03-31,43,63,87,50,94,62
2021-04-01,65,73,89,23,94,69
2021-04-02,88,88,97,60,100,88
2021-04-03,100,86,100,75,94,97
2021-04-04,70,78,98,38,84,89
2021-04-05,66,73,85,89,81,64
2021-04-06,43,54,82,31,80,60
2021-04-07,50,50,84,31,79,63
2021-04-08,50,50,85,85,87,65
2021-04-09,68,83,87,64,84,77
2021-04-10,92,100,100,95,89,95
2021-04-11,67,72,99,36,88,86
2021-04-12,46,45,83,32,79,63
2021-04-13,47,52,84,32,73,60
2021-04-14,44,47,81,42,81,60
2021-04-15,48,54,86,21,79,63
2021-04-16,67,77,94,100,84,75
2021-04-17,83,90,97,72,86,100
2021-04-18,59,78,94,60,84,88
2021-04-19,39,47,85,32,79,60
2021-04-20,40,46,82,42,75,58
2021-04-21,40,44,86,53,82,73
2021-04-22,45,49,83,53,81,62
2021-04-23,59,78,88,11,86,75
2021-04-24,80,87,100,0,89,100
2021-04-25,61,76,98,47,88,86
2021-04-26,40,40,84,42,79,59
2021-04-27,47,50,86,53,76,62
2021-04-28,41,47,84,42,84,60
2021-04-29,49,53,85,74,82,65
2021-04-30,71,93,91,33,88,79
2021-05-01,100,99,91,0,81,89
2021-05-02,82,83,93,72,76,79
2021-05-03,78,71,84,54,75,58
2021-05-04,45,48,81,63,78,56
2021-05-05,49,43,85,11,81,60
2021-05-06,55,52,82,32,88,63
2021-05-07,76,72,90,68,89,71
2021-05-08,98,90,96,37,100,97
2021-05-09,68,66,97,62,100,100
2021-05-10,47,39,80,22,73,59
2021-05-11,47,47,78,42,69,56
2021-05-12,50,45,78,32,71,56
2021-05-13,49,55,82,89,75,62
2021-05-14,78,78,86,58,72,72
2021-05-15,95,100,94,37,79,90
2021-05-16,69,68,93,24,75,83
2021-05-17,41,44,82,32,69,61
2021-05-18,38,42,83,32,68,61
2021-05-19,45,45,80,74,71,61
2021-05-20,46,52,81,65,74,62
2021-05-21,75,77,87,100,73,76
2021-05-22,88,83,95,61,79,97
2021-05-23,73,79,99,24,74,86
2021-05-24,47,45,84,44,67,68
2021-05-25,44,47,81,33,69,65
2021-05-26,51,46,84,22,71,63
2021-05-27,47,51,84,22,70,63
2021-05-28,73,81,90,80,77,80
2021-05-29,91,79,97,37,79,99
2021-05-30,81,82,100,38,76,99
2021-05-31,52,53,88,56,69,83
2021-06-01,56,60,81,37,91,58
2021-06-02,58,58,80,37,97,60
2021-06-03,58,57,83,38,90,61
2021-06-04,69,84,86,52,91,74
2021-06-05,87,88,93,100,96,89
2021-06-06,70,90,93,56,95,82
2021-06-07,43,53,83,12,87,59
2021-06-08,46,47,81,37,85,61
2021-06-09,43,52,83,62,84,62
2021-06-10,61,54,83,38,97,68
2021-06-11,74,86,87,64,90,76
2021-06-12,76,88,96,99,99,88
2021-06-13,70,81,97,14,96,87
2021-06-14,51,59,82,49,85,66
2021-06-15,48,54,83,49,85,66
2021-06-16,54,58,84,50,90,66
2021-06-17,49,58,85,75,86,68
2021-06-18,76,85,89,92,94,77
2021-06-19,100,93,95,71,100,96
2021-06-20,69,86,97,100,97,97
2021-06-21,52,54,82,13,84,67
2021-06-22,49,57,82,13,83,65
2021-06-23,47,57,82,62,83,64
2021-06-24,55,65,84,26,96,71
2021-06-25,70,85,87,39,89,84
2021-06-26,92,100,100,72,94,100
2021-06-27,83,93,96,71,91,92
2021-06-28,52,57,85,76,86,72
2021-06-29,53,70,84,75,87,67
2021-06-30,52,61,85,77,89,69
