,Date,Open,High,Low,Close,Volume,government,aircraft,Airbus,defence,BAE Systems,aerospace
736,2019-11-28,520.7216519842528,524.3912314093919,516.7466556542462,521.263671875,1581558,63,83,60,92,57,62
737,2019-11-29,520.1794868659172,521.6249648898356,518.0113525390625,518.0113525390625,4610554,57,78,62,85,58,50
738,2019-12-02,516.9273341132006,519.9988719811596,506.0864954605897,506.9898986816406,4308589,90,90,65,83,100,81
739,2019-12-03,505.3637967683583,505.9039970602162,493.0774795658811,495.4263610839844,7785804,100,90,78,91,69,88
740,2019-12-04,496.6911542377979,501.2081710190426,495.6549752906158,499.2206726074219,5550296,95,88,94,91,41,87
741,2019-12-05,498.4978885541209,500.1240033313375,494.703583981044,497.7751770019531,3756832,99,88,83,88,86,84
742,2019-12-06,500.4854249357112,505.00244140625006,498.76893662116186,505.00244140625,3988661,92,91,66,83,59,90
743,2019-12-09,502.8342591477648,506.2672358294545,500.6661242923084,502.4729309082031,5284957,88,82,67,90,90,76
744,2019-12-10,502.6535515457716,502.6535515457716,488.92181217813,498.1365356445313,6513736,94,85,70,93,63,77
745,2019-12-11,498.6786098685316,505.9058360985103,497.95589827340575,504.0990295410156,6599654,100,93,70,83,70,79
746,2019-12-12,505.7251556944756,518.2589942368826,503.9183490966823,514.9398803710938,8401238,97,96,74,86,49,97
747,2019-12-13,530.4783724388647,530.4783724388647,509.7000987459954,519.095458984375,11744836,98,81,83,92,72,66
748,2019-12-16,523.9738609133353,528.1294936165608,519.9988647403194,525.2386474609375,10245190,93,89,83,83,77,70
749,2019-12-17,518.7341620703193,523.0704866833456,509.1580544463869,512.7716674804688,7457253,90,100,100,100,98,100
750,2019-12-18,511.6875783627668,518.734112072175,510.7299732066081,513.855712890625,5637639,93,81,84,88,78,75
751,2019-12-19,515.3012303888531,521.625053071763,512.9523488801576,514.3978271484375,16296398,96,85,87,85,38,76
752,2019-12-20,513.6750993489362,517.4694042739238,512.9523877297391,515.66259765625,20711370,77,77,80,80,57,82
753,2019-12-23,512.2296450443266,524.8772906009766,512.2296450443266,521.9863891601562,5457507,63,70,72,78,31,89
754,2019-12-24,519.8182326563515,527.5874782599159,519.8182326563515,522.8897705078125,1715889,59,82,74,81,38,67
755,2019-12-27,523.431851259234,529.2135988226726,517.1080286765201,523.6124877929688,2941896,58,84,79,68,45,55
756,2019-12-30,519.4568678604991,522.1219184713073,510.7842187310933,512.0489501953125,3559330,66,72,78,93,43,65
757,2019-12-31,510.2421264648438,514.3978143509834,504.64101548574223,510.24212646484375,1696228,62,70,64,82,42,55
758,2020-01-02,513.6750067179756,519.456808907645,512.0488920831787,518.5534057617188,4242034,69,66,76,76,44,71
759,2020-01-03,512.7716603634515,526.1420725154668,511.3804392148088,524.6965942382812,4551941,70,76,77,79,34,73
760,2020-01-06,522.347802760066,538.0669872069576,522.347802760066,531.7431640625,6469303,83,62,73,86,57,74
761,2020-01-07,540.4158244898771,543.1260341862763,529.809879366932,533.1885986328125,6564742,89,81,77,84,54,83
762,2020-01-08,531.0204533795587,534.9050765758304,527.0455119082377,534.8147583007812,7106058,93,100,88,95,56,100
763,2020-01-09,533.9112722773174,537.4797258187167,531.5624460963058,535.7180786132812,3658023,90,86,94,87,47,80
764,2020-01-10,536.9828927776573,539.4220373454273,532.8272049071646,535.5374145507812,4141423,82,86,91,78,48,80
765,2020-01-13,543.6681047432937,555.4123478556652,532.8724240852029,554.6896362304688,11542045,91,76,97,100,73,84
766,2020-01-14,551.6179982896408,554.5088996960011,548.3657686695842,553.0634765625,7403999,91,83,100,83,52,73
767,2020-01-15,552.702098916657,555.4123086744759,549.7841240553335,553.7861938476562,5558983,100,86,95,77,38,73
768,2020-01-16,553.0634111502183,556.3156403856251,550.1725100857725,556.1349487304688,3477343,96,75,93,80,62,87
769,2020-01-17,558.4838775182011,564.265625,555.7736678781639,564.265625,6266745,84,67,100,70,45,67
770,2020-01-20,582.6951188272352,586.1280402823763,574.9258726319497,585.0439453125,15496765,75,68,87,73,100,78
771,2020-01-21,582.695068359375,583.7791632353567,577.4155853124553,582.695068359375,6311309,92,76,96,80,59,85
772,2020-01-22,581.0688794360728,583.7790887103648,576.7325556250754,578.177978515625,4194358,94,70,86,88,74,75
773,2020-01-23,574.2030594073657,577.9973639250812,573.4803478657427,576.9132690429688,4904169,94,77,94,87,35,96
774,2020-01-24,576.9133148466638,584.5019244845881,576.7326783014336,581.6110229492188,5701893,84,63,84,80,60,76
775,2020-01-27,571.1315811746039,577.4554043176395,571.1315811746039,573.4804077148438,7455861,89,91,89,83,66,72
776,2020-01-28,576.190589884868,580.3462779766345,567.5179406192535,573.6610717773438,5152895,93,85,100,88,78,76
777,2020-01-29,573.4803650157811,578.7200927734375,571.224558747105,578.7200927734375,3961063,92,81,89,85,58,85
778,2020-01-30,572.7576134006072,579.2621272935952,570.7701153861727,574.0223999023438,4587093,92,69,85,86,64,80
779,2020-01-31,576.0098693125101,576.5519443265207,568.9633352452239,570.4088134765625,8545904,83,68,97,85,69,70
780,2020-02-03,573.841792843731,580.2369663406372,573.2997177747714,579.9849243164062,10563115,90,86,68,81,65,70
781,2020-02-04,583.5985003543749,586.8507300033926,580.6172806528822,585.5859985351562,5702726,93,96,71,80,94,100
782,2020-02-05,584.8632973722952,589.2926421275725,580.7076092586267,583.5985107421875,9308103,91,97,71,100,70,87
783,2020-02-06,586.1280251369549,591.006424805661,583.2371236717719,589.7416381835938,4636089,95,87,61,92,71,80
784,2020-02-07,589.0189162392653,592.4518375453035,586.3990247708014,591.7291259765625,5301121,87,97,65,96,89,76
785,2020-02-10,591.7291295234571,593.8973193820345,584.5019035140103,585.9473266601562,9487551,92,95,62,73,76,77
786,2020-02-11,588.4769294649622,592.2711791992188,585.2246445135634,592.2711791992188,7122498,99,88,85,68,95,81
787,2020-02-12,594.4393137489876,594.4393137489876,586.3990031030233,592.6325073242188,7081040,98,97,78,81,95,85
788,2020-02-13,591.1871025231924,597.8722534179688,582.6950900084119,597.8722534179688,7486437,91,92,100,80,83,93
789,2020-02-14,598.7756510142498,598.7756510142498,581.0689697265625,581.0689697265625,10767420,75,84,78,73,100,78
790,2020-02-17,581.2496486481723,584.501878155583,570.7701383055095,576.5519409179688,6217083,82,95,87,79,74,82
791,2020-02-18,571.8542216973177,580.1655421084673,571.8542216973177,575.4678344726562,13390887,91,92,76,83,75,91
792,2020-02-19,574.9257494422142,578.177978515625,571.3121370764915,578.177978515625,5526210,91,100,79,81,95,87
793,2020-02-20,579.0814648213792,601.4858536805128,578.7200814771364,592.993896484375,12292898,89,86,74,75,83,80
794,2020-02-21,591.5483731918138,607.8096299357879,588.29614389876,604.376708984375,9335545,87,100,71,75,95,80
795,2020-02-24,597.8722025774177,598.0528942379887,583.9598269431067,595.8847045898438,10873772,100,98,71,82,84,70
796,2020-02-25,595.1620997048611,599.137096392094,573.480419896747,577.9974365234375,10281381,97,88,62,86,79,74
797,2020-02-26,573.8416936404876,579.0814208984375,564.6269704547948,579.0814208984375,9972277,95,86,70,74,66,84
798,2020-02-27,570.950894327353,575.6486025870329,563.9043595075145,570.7702026367188,12877339,96,96,63,74,78,78
799,2020-02-28,559.3872981798112,570.7701569672761,542.4033282670231,549.6305541992188,21369825,86,97,69,76,69,82
800,2020-03-02,558.6645421927967,566.6144790582088,542.2225934765456,551.7986450195312,11833285,41,90,72,72,94,95
801,2020-03-03,553.4247713223027,559.2065737855202,550.5339252300488,552.8827514648438,15309331,43,100,68,75,94,99
802,2020-03-04,552.1600847075888,557.761195959306,547.1009933572743,554.5089111328125,8967459,42,89,60,72,48,94
803,2020-03-05,551.6180641274559,554.1476376220348,544.932912412916,550.3533325195312,9467930,42,94,56,70,86,100
804,2020-03-06,526.6840539525424,542.9453111929296,525.7806507725209,539.5123901367188,11913152,37,93,61,65,76,85
805,2020-03-09,504.2797230977065,516.2046574493368,497.9559001229863,501.2081298828125,15279096,43,94,79,68,86,77
806,2020-03-10,507.5319178393536,514.7591435975198,497.5023445568703,497.594482421875,12368076,42,92,71,58,77,93
807,2020-03-11,503.3763070341116,504.641038513326,484.9468584914202,486.9343566894531,10834999,48,93,64,70,89,88
808,2020-03-12,462.7231585505373,472.6605943622306,454.773193359375,454.773193359375,14494401,58,83,85,67,36,77
809,2020-03-13,474.2866924560054,487.6570491392748,458.7481459800516,472.2991943359375,15098223,60,84,83,69,75,73
810,2020-03-16,446.5521943553068,452.06295943395486,427.03870713272295,448.9913940429688,15519760,86,73,97,69,68,81
811,2020-03-17,459.6515563111024,462.72314937500687,426.6773381352523,436.25341796875,22440084,84,76,100,66,80,83
812,2020-03-18,420.2631792832464,432.9108240716713,412.8552620221551,431.1943359375,12571134,92,76,92,100,61,79
813,2020-03-19,430.3813089775688,458.7481659217211,422.97341876280575,448.6300659179688,12589360,91,74,81,73,49,72
814,2020-03-20,470.311699174622,475.1521627913765,416.9205903722885,424.5995178222656,30250684,96,72,81,66,92,55
815,2020-03-23,401.56272558341664,418.0949932466063,387.19862010347975,396.503662109375,17117813,100,76,87,64,100,68
816,2020-03-24,411.0484634358716,438.2409057617187,393.43210071719136,438.2409057617188,11968424,83,82,82,63,82,77
817,2020-03-25,448.17837915192297,473.0219421386719,433.6335806213136,473.0219421386719,14690819,80,78,75,65,81,66
818,2020-03-26,456.76067979803855,485.6695556640625,450.256165497134,485.6695556640625,16495524,75,80,89,63,80,68
819,2020-03-27,473.02191233773215,473.02191233773215,450.79821478675353,466.3367614746094,8943020,67,84,82,59,66,67
820,2020-03-30,464.8912750740022,469.9503661908976,449.9851495099052,459.2901916503906,7855795,66,80,79,59,72,57
821,2020-03-31,464.16855681338507,472.4798773471721,450.4359348069149,471.3957824707031,12679800,64,84,80,63,57,65
822,2020-04-01,452.062970474376,459.2901963095208,437.1568171893896,440.4994201660156,10226844,100,100,80,95,95,85
823,2020-04-02,443.4806238931847,452.9112456760728,434.5369377568238,449.9851379394531,7163998,97,86,77,100,67,93
824,2020-04-03,448.1783624414262,452.39274636546526,437.13877351026986,451.7016296386719,8877474,93,90,70,85,64,86
825,2020-04-06,458.9288138172448,473.9252844964761,457.1220074636336,466.6980590820313,6399855,92,71,70,88,81,92
826,2020-04-07,479.16511341326304,494.70360544685343,466.6981042551432,477.3583068847656,7870305,86,81,72,90,77,75
827,2020-04-08,468.14358814467136,478.0810241699218,461.819765219512,478.0810241699219,6237671,84,82,70,90,46,94
828,2020-04-09,481.87531771460687,493.8001965553077,479.7071278493747,486.392333984375,7372286,84,81,73,100,86,97
829,2020-04-14,487.8377314312248,491.9933641247114,470.1310506424264,477.7196044921875,11320533,85,84,67,94,55,89
830,2020-04-15,478.6230097958751,483.3207175173731,462.5424436801776,468.5048828125,8805097,92,75,69,91,54,89
831,2020-04-16,479.4564772431192,491.7074095920244,479.4564772431192,488.36627197265625,8437103,86,80,67,88,81,84
832,2020-04-17,500.0603033820711,521.0353988260831,496.3479031243768,518.2510986328125,10577906,84,82,66,93,55,74
833,2020-04-20,521.7778789681505,522.3347163602988,499.6891082807709,508.5988464355469,5679995,80,73,61,91,58,85
834,2020-04-21,504.7008247587127,509.7125879743678,494.3060922741868,496.1622924804688,6031064,78,82,66,87,72,74
835,2020-04-22,496.1622752288674,496.1622752288674,470.7323672750457,473.7022705078125,12605078,81,73,55,97,86,72
836,2020-04-23,474.6303769863203,481.971652044822,470.7323736300585,476.6721801757813,11716163,82,83,58,95,84,73
837,2020-04-24,468.6905517578125,479.2894390671708,463.9572355704364,468.6905517578125,6349627,73,78,52,88,56,81
838,2020-04-27,480.75585747507296,480.75585747507296,470.3611249030216,477.04345703125,7841794,78,77,100,83,100,78
839,2020-04-28,477.0434423639253,487.438174616377,475.7440795898438,475.74407958984375,15080716,80,88,70,98,72,76
840,2020-04-29,478.34283669122567,505.814578284302,476.67221111528215,497.6473083496094,8281951,80,85,80,99,54,100
841,2020-04-30,501.545299862332,505.3504874859019,471.84606933593744,471.8460693359375,13053454,82,79,74,91,69,77
842,2020-05-01,469.24741651208905,473.3310512899168,458.11021530526745,466.8343505859375,4415548,83,83,44,82,53,73
843,2020-05-04,468.8761763992063,472.9598111270653,456.1611938476562,456.16119384765625,7063900,83,79,53,91,62,94
844,2020-05-05,461.172949732973,463.1219656740304,454.0265957135871,460.4304809570313,7059024,83,81,58,86,79,74
845,2020-05-06,461.4513751820004,465.7206129290232,453.6553117824333,455.2330932617188,12946764,80,100,49,92,79,86
846,2020-05-07,455.88276243949633,475.3728637695313,454.49061234449385,475.3728637695313,8740929,81,87,48,84,82,82
847,2020-05-11,479.8277519938961,480.3845893955433,464.6069160092467,466.8343505859375,6071735,100,83,46,100,85,86
848,2020-05-12,467.2055984647582,486.510098108545,465.1637951785154,480.0133972167969,7822974,86,81,55,88,71,88
849,2020-05-13,473.5166836201112,479.4564902880109,464.0500512453589,468.6905517578125,6819068,89,80,61,87,59,87
850,2020-05-14,464.05005229549545,475.9297223049131,453.8409511449945,457.2749328613281,6804652,81,82,59,89,59,84
851,2020-05-15,462.9363463236374,468.504947257715,450.8710442998026,460.8017272949219,5254687,80,88,56,91,69,84
852,2020-05-18,466.4631152365454,475.7440878994867,458.4814487236465,464.9781494140625,6248943,73,81,53,98,41,87
853,2020-05-19,471.1035756138725,472.570895853601,454.9546409374973,461.5441284179688,9019204,70,80,54,84,67,84
854,2020-05-20,457.1821198038433,465.7206238209481,457.1821198038433,462.3794860839844,10874212,70,85,54,97,64,94
855,2020-05-21,458.3886296386541,464.2069006696163,456.0683794093398,458.4814453125,21617037,78,76,48,87,66,71
856,2020-05-22,454.5834203768644,459.22392090469424,450.7893636861573,458.2030334472656,15253733,65,88,100,91,65,82
857,2020-05-26,470.3611082793436,479.27090301766657,462.6578889600081,476.4866027832031,9537457,65,87,65,88,63,75
858,2020-05-27,477.6002695908565,481.4983011834135,463.4003499613648,466.2774658203125,8047063,67,86,56,89,64,100
859,2020-05-28,469.6186547326016,475.3728867325852,468.6905546244344,474.2591552734375,8548294,69,82,59,89,69,78
860,2020-05-29,467.391189073837,475.55848647691255,456.996457223874,460.5232543945313,12871928,66,74,50,90,100,88
861,2020-06-01,464.9781410721782,469.0617757682186,454.2121744565322,462.4722595214844,5723476,94,81,44,76,76,100
862,2020-06-02,462.7507128865201,471.84608248532027,461.2657470703125,461.2657470703125,9082856,96,83,67,79,71,76
863,2020-06-03,464.7925078104168,479.75999091285615,462.0082075759533,476.4866027832031,16747402,94,99,74,79,87,93
864,2020-06-04,474.2591623474226,482.4264320917688,472.0317277192707,474.4447937011719,10209433,92,79,70,81,66,86
865,2020-06-05,480.19900360656544,482.6120411536404,474.7862949418841,477.4147033691406,10807241,87,79,78,85,60,74
866,2020-06-08,473.887890302399,488.5518880588079,468.8807724151227,486.1387939453125,11262564,90,81,81,84,96,81
867,2020-06-09,486.6957148371981,545.0991779589681,483.5401518401997,492.4498901367188,12127822,90,85,87,76,78,77
868,2020-06-10,494.30610360954455,503.9583675622489,490.4081284043525,490.9649658203125,9810354,89,91,77,84,88,76
869,2020-06-11,480.7558447131336,491.3362083558613,472.95980965272906,479.45648193359375,11989779,92,89,73,91,67,86
870,2020-06-12,474.25914520793606,483.7257774396721,466.648713153139,468.5049133300781,10190973,84,90,64,74,84,85
871,2020-06-15,461.4513789090407,487.0669188915367,460.61606616422114,462.19384765625,6814432,83,93,69,94,36,85
872,2020-06-16,471.4748539952726,474.2591543141424,461.6369872039261,472.4029541015625,11012708,84,80,58,95,82,83
873,2020-06-17,472.7741754886561,478.1571729512457,469.8042722241551,470.1755065917969,11233393,83,100,54,91,54,88
874,2020-06-18,469.9898842819957,471.2892187554055,464.0500493154317,464.9781494140625,5811720,88,96,61,100,94,77
875,2020-06-19,467.7624521368577,472.77418703079337,463.02913594460887,469.61865234375,18396878,87,92,56,93,70,68
876,2020-06-22,466.8343525120963,472.0317187613975,464.9781523033007,470.5467529296875,25106458,91,90,56,90,92,75
877,2020-06-23,471.1036196174302,474.2591543141424,469.4330224320879,472.4029541015625,6906691,89,92,56,83,82,75
878,2020-06-24,464.05005799039714,468.3193241885823,445.1168212890624,445.1168212890625,8123655,88,81,58,91,46,66
879,2020-06-25,449.29324907396295,454.30498378196097,439.9194327122564,450.8710021972656,9557071,84,78,58,84,87,73
880,2020-06-26,451.8919316379325,461.3585639582151,450.3141784667969,450.3141784667969,6145358,82,80,59,72,52,71
881,2020-06-29,448.08672057364345,460.8945190512208,445.6736829528267,460.0592346191406,6014784,100,88,65,89,82,93
882,2020-06-30,458.9455020378407,460.4304678708874,445.9521005645752,448.6435852050781,7126941,91,90,100,90,100,89
883,2020-07-01,448.55078125,450.0357471218472,441.2187958917545,448.55078125,5696184,90,59,100,100,34,85
884,2020-07-02,453.4697360773749,454.49065190057087,445.1168347803747,448.7364196777344,5638975,88,66,72,89,48,90
885,2020-07-03,449.1076298749504,451.916996337189,442.518113542099,447.5298767089844,4819997,83,55,56,83,28,72
886,2020-07-06,453.0984518823828,459.2238895015479,452.0775361714001,456.8108520507813,4508560,88,67,59,86,54,76
887,2020-07-07,455.23309961269126,459.3427352442877,452.9128493598233,454.0265808105469,4993161,95,69,47,84,50,86
888,2020-07-08,450.12854933778,461.6369849345261,444.838367428587,445.3952331542969,5953184,95,70,48,78,44,90
889,2020-07-09,447.06582935530594,451.6135141791672,439.9955521461978,443.5390319824219,8544033,94,65,49,85,55,90
890,2020-07-10,440.105095692925,444.1887306254671,437.5063983188575,440.3835144042969,5298979,87,63,47,78,54,80
891,2020-07-13,441.7756467289211,447.2514316434507,438.5272963853261,442.1468811035156,3873790,87,69,40,93,48,78
892,2020-07-14,437.6920080328479,440.4763083023656,432.21622316747,434.7220764160156,5828342,87,65,38,87,100,77
893,2020-07-15,438.0632524517732,456.4396233227336,437.5602294423247,454.2121887207031,5879328,91,67,44,75,34,96
894,2020-07-16,451.056629066469,454.30497927579546,441.1333961424616,442.9821472167969,5524377,87,64,46,75,52,93
895,2020-07-17,447.1586159621547,452.72721655109,444.5599470166652,451.2422790527344,7572338,89,63,48,88,80,97
896,2020-07-20,450.9638385672269,457.3677236726709,450.8710228913923,454.6762390136719,8297425,90,65,43,85,67,100
897,2020-07-21,459.50234303151376,467.9480591991929,450.4997611659962,459.78076171875,9640071,93,72,52,90,53,81
898,2020-07-22,457.7389916304109,459.3167448442405,444.9311929491341,451.14947509765625,8339882,90,69,46,98,38,73
899,2020-07-23,455.3259104196522,464.7925143561269,454.2121789808354,458.0173950195313,9904525,89,63,45,72,31,86
900,2020-07-24,452.727217304788,457.7389805018671,443.5390319824219,443.5390319824219,3652655,83,60,49,81,62,87
901,2020-07-27,443.53903222528606,446.69456690132375,439.084163073629,444.0030822753906,5043750,89,76,43,73,69,89
902,2020-07-28,447.15858949637976,450.22133663304106,441.8684362440176,449.5716552734375,4853285,98,81,39,82,69,82
903,2020-07-29,447.6226662646905,451.6135136830409,442.6109313964844,442.6109313964844,14930323,100,100,45,100,49,97
904,2020-07-30,455.14028459677456,472.40295216777537,454.7690502204517,468.6905517578125,11152932,96,84,60,86,68,92
905,2020-07-31,471.1036175089798,472.9598177132521,453.2840842186189,454.9546813964844,21978583,90,72,43,72,34,84
906,2020-08-03,454.0265635692567,456.7180480957031,446.1377130090784,456.7180480957031,8349529,90,87,86,66,94,70
907,2020-08-04,458.5742768434383,480.7558641380289,456.0683951797809,476.3009948730469,8774797,95,77,82,72,77,70
908,2020-08-05,477.9715253776813,487.06689453125006,473.88789082553535,487.06689453125,10434117,93,85,78,76,78,69
909,2020-08-06,486.495017485205,488.2107305532596,475.7242733146284,484.0167846679688,5416193,86,84,86,66,83,72
910,2020-08-07,482.11045620675065,484.2074291493961,478.4884437657418,484.0167846679688,4005761,82,100,78,77,38,58
911,2020-08-10,487.44819122703774,493.35779211916525,484.3818809192388,493.1672058105469,4554312,92,88,86,89,69,68
912,2020-08-11,498.6955219045973,507.0833552432405,498.50487742897513,502.5081787109375,4866224,92,89,95,79,82,64
913,2020-08-12,503.6520017434202,515.08997248845,500.98309536169126,510.8960266113281,4759697,86,87,100,71,100,77
914,2020-08-13,505.1770270852355,513.1836296530458,505.1770270852355,509.1803283691406,7513685,89,84,82,76,73,80
915,2020-08-14,508.03652085436414,511.2773024193552,504.60515298974815,508.98968505859375,7199456,89,78,68,80,61,63
916,2020-08-17,513.1836157070818,513.755490942159,504.0332047101751,510.51470947265625,3383549,99,83,82,85,65,79
917,2020-08-18,511.27732110326286,516.2337286051606,507.6552504536061,513.5648803710938,6849686,92,93,96,78,50,80
918,2020-08-19,512.0397874524949,512.9929515921397,505.3676384749812,512.8023071289062,4784746,100,84,85,81,50,92
919,2020-08-20,506.1301771058804,509.561544866497,503.0800401094855,503.8425598144531,4156464,99,90,91,72,51,67
920,2020-08-21,505.9395827688066,508.4178447761767,496.21729558165066,505.1770629882813,3780310,88,72,85,71,42,66
921,2020-08-24,507.6552858979363,516.6493777953666,496.2173142306014,516.2337646484375,3230495,95,90,91,80,81,74
922,2020-08-25,516.2336822915771,520.2369833717879,510.5146973702826,512.039794921875,3441317,95,77,75,76,76,66
923,2020-08-26,511.8492360888883,511.8492360888883,499.30177967612616,505.9396057128906,6473927,99,92,68,76,73,61
924,2020-08-27,504.60515158972976,506.13019104165545,498.3142329533529,502.5081787109375,5361043,98,88,80,74,73,69
925,2020-08-28,502.5082129705147,505.1770612816021,493.9297345713932,495.2641296386719,7284044,94,85,86,76,28,100
926,2020-09-01,493.5484560376773,495.4547846111535,470.7392416372186,477.7259521484375,9099801,81,95,78,64,93,85
927,2020-09-02,484.3980811313121,492.4046258864859,478.4884511747249,489.9264221191406,5961977,87,84,78,59,98,77
928,2020-09-03,491.07023528726666,497.36109609294175,482.6823723992589,486.11376953125,4465961,84,88,75,66,97,90
929,2020-09-04,479.63225680716175,490.6889387114184,476.9633794844076,480.2041320800781,4423803,78,95,66,65,56,61
930,2020-09-07,482.30112626807073,494.5016174316407,480.3947977057463,494.5016174316406,4516610,71,89,75,64,36,63
931,2020-09-08,496.5985795054844,499.0767833110996,483.4449243515856,489.1639099121094,5402655,81,93,84,62,62,65
932,2020-09-09,490.6889354975245,494.6922369113031,486.1137588145753,490.498291015625,4081455,89,88,74,62,78,80
933,2020-09-10,488.401375034687,490.802378511339,482.8463020179603,484.0167846679688,4385504,90,91,64,63,83,79
934,2020-09-11,484.0167834975492,485.9231119541576,477.5352783803864,484.2074279785156,3915982,87,80,65,57,40,100
935,2020-09-14,486.68567685881857,499.0767831476301,485.3512527127864,495.8360595703125,6759631,95,83,77,58,92,68
936,2020-09-15,495.4547660833237,509.7522298497328,495.4547660833237,506.3208618164063,8159624,96,100,79,60,83,75
937,2020-09-16,514.1368138517513,514.1368138517513,496.026693308478,500.2205810546875,4889398,93,94,77,65,98,84
938,2020-09-17,494.31095656811954,504.90158641971794,490.49829956974907,502.8894348144531,3281599,97,90,67,58,44,75
939,2020-09-18,502.317585285769,507.6552820865041,493.3578176096795,503.6520385742188,14300830,94,90,63,57,71,65
940,2020-09-21,498.3142547403153,503.0800759566085,473.2460467779186,476.7727661132813,7156120,93,85,90,56,72,72
941,2020-09-22,475.91489285085777,480.9666807700223,470.95845626150094,475.343017578125,6399869,100,82,100,60,62,79
942,2020-09-23,480.3947687922297,489.16389128644096,475.3430100414264,476.10552978515625,9423878,96,93,81,57,73,71
943,2020-09-24,467.813000788292,476.2961858571309,464.1490430078021,466.47857666015625,6251985,95,88,82,57,68,78
944,2020-09-25,464.6675709542998,470.0052965613765,460.9502362043183,469.7193298339844,5837194,83,83,67,53,57,62
945,2020-09-28,473.531962105613,478.8696874340328,468.3848812521687,470.7677917480469,6089059,87,77,83,55,79,62
946,2020-09-29,468.8614839128165,469.98527991055846,463.7754009236054,465.2394714355469,14950594,89,84,77,60,100,91
947,2020-09-30,461.71272862319455,467.24109838778907,457.0422299017056,459.4251403808594,8924714,88,80,69,53,60,75
948,2020-10-01,465.0488259469804,468.9825482545368,457.9954164027593,463.61907958984375,5685558,95,67,97,96,67,77
949,2020-10-02,458.3766788089257,470.10061645507807,455.4218638368907,470.1006164550781,5321133,87,74,85,79,74,73
950,2020-10-05,476.2961824158869,477.48952845318905,471.4350389736974,471.91162109375,8445617,93,61,88,98,97,81
951,2020-10-06,471.72096040364414,475.2476796061727,467.0504616052443,473.6272888183594,5423295,98,67,90,96,81,97
952,2020-10-07,473.2460282624312,475.91487640383247,468.0036251296147,470.3865356445313,7227262,99,65,88,93,53,94
953,2020-10-08,469.4333789579477,473.0077447875767,466.19262642340334,469.6240234375,10192735,99,90,90,97,63,78
954,2020-10-09,472.483527194249,478.9907755293908,469.05213009958953,474.9617309570313,12375645,86,64,90,81,49,86
955,2020-10-12,474.10386689609646,474.5804489957283,466.2879379150921,467.3363952636719,4946438,100,63,83,97,52,78
956,2020-10-13,469.33807938027314,470.95847026991805,459.997081196449,460.4736633300781,4533404,86,63,89,89,47,70
957,2020-10-14,460.6642696355563,463.90505135086255,456.37503051757807,456.3750305175781,5139585,89,62,100,86,70,78
958,2020-10-15,452.371766314616,454.7546769788436,445.7949386990009,452.1811218261719,5572059,92,64,100,88,71,77
959,2020-10-16,455.70782374071376,462.2846511037118,453.2295909274535,460.7595825195313,5134537,89,69,89,89,54,71
960,2020-10-19,459.0438951838689,468.2809896475721,458.3766685930893,459.5204772949219,10696896,87,66,94,88,42,74
961,2020-10-20,458.2813540473399,464.0956617174556,456.0890879349956,456.9469299316406,4883550,86,100,87,99,75,69
962,2020-10-21,455.8984322570204,457.1375631890921,441.4103536464967,443.12603759765625,8269722,92,70,85,98,100,100
963,2020-10-22,441.4722015894917,442.7096499294747,428.144389247333,430.28460693359375,9205886,91,65,78,90,72,78
964,2020-10-23,429.01995189949935,447.8929325079354,428.1444069149652,445.5581359863281,11017463,80,54,98,93,54,65
965,2020-10-26,438.6510159036901,447.8929425115706,428.6308336674078,435.6352233886719,7023353,78,57,95,89,61,79
966,2020-10-27,431.9384462065675,435.1487876475485,419.3888891801674,420.1671447753906,7039683,83,67,77,100,47,61
967,2020-10-28,414.3301388178749,416.3225075807098,401.5860030461711,402.3642883300781,10093180,82,62,96,91,71,70
968,2020-10-29,399.8349020076336,406.35290376979486,391.7603890979834,394.3870239257813,8609252,84,62,99,93,95,69
969,2020-10-30,391.95495725824486,395.3598775143527,385.1451167460292,386.2152404785156,8893823,72,59,89,84,63,49
970,2020-11-02,387.7717695425888,401.6832885742188,385.5478598157504,401.6832885742188,14454738,99,63,55,83,76,100
971,2020-11-03,403.7262413557185,418.3187561035156,402.9479857779216,418.3187561035156,9010753,95,64,59,78,50,84
972,2020-11-04,414.13558116074034,438.2618603782882,413.551874632072,430.1873474121094,11040617,85,51,46,67,71,67
973,2020-11-05,433.4949865632542,435.7324936632362,419.64278513637737,419.97259521484375,20159675,96,63,51,80,46,85
974,2020-11-06,424.93402013677616,429.9927704885308,415.5948343928406,418.80517578125,13120248,86,58,46,78,79,67
975,2020-11-09,423.961212139836,445.9472751283599,420.5562918001081,429.8955078125,17335552,92,61,100,98,100,72
976,2020-11-10,430.6737799240553,454.8973493746696,427.6579874922169,451.0060119628906,12931691,95,64,87,85,85,82
977,2020-11-11,452.3679718334434,465.1121077303317,449.3521794168441,462.4854431152344,12019969,100,68,74,84,51,81
978,2020-11-12,457.2321522058701,460.8316512369529,448.5739322826602,458.2049865722656,12299195,91,67,69,77,59,64
979,2020-11-13,455.1891954188458,460.92891225951536,448.5739335835909,458.3995666503906,7325029,87,59,70,74,53,67
980,2020-11-16,461.0261875861192,477.3853791032122,457.2321395994925,473.5757446289063,7224720,90,59,70,76,51,63
981,2020-11-17,478.342668836034,482.4285553532577,466.7659161491948,481.7475891113281,11340949,91,66,75,84,59,86
